Coll,Int,Wea,CRASH_NUM1,TrWay,PSL,Align,TCD,CF
Front-to-Front,Not an Intersection,Clear,2017_180276,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_180276,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2017_180295,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2017_180295,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_180296,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Clear,2017_180305,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_180305,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_180308,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,"Five Point, or More",Clear,2017_180311,Two-Way Divided,30 MPH,Straight,Stop Sign,Going Straight
Angle,"Five Point, or More",Clear,2017_180311,Two-Way Divided,30 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2017_180317,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2017_180319,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Cloudy,2017_180325,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Not an Intersection,Clear,2017_180330,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Front-to-Rear,T-Intersection,Clear,2017_180331,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_180333,Two-Way Undivided,30 MPH,Straight,Stop Sign,Others
Others,Not an Intersection,Clear,2017_180335,Two-Way Undivided,45 MPH,Straight,Other Regulatory Sign,Going Straight
Angle,Four-Way Intersection,Clear,2017_180339,One-Way Trafficway,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_180339,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180341,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180344,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2017_180348,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2017_180359,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,Not an Intersection,Clear,2017_180362,Two-Way Undivided,35 MPH,Straight,No Controls,Others
Angle,Four-Way Intersection,Clear,2017_180364,Two-Way Undivided,35 MPH,Curve,Traffic control signal,Others
Angle,Four-Way Intersection,Cloudy,2017_180365,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Rain,2017_180376,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Rain,2017_180376,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Rain,2017_180376,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Front-to-Front,Four-Way Intersection,Cloudy,2017_180377,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Cloudy,2017_180384,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Rain,2017_180388,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2017_180390,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Clear,2017_180392,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_180394,One-Way Trafficway,35 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_180401,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Rain,2017_180420,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,Not an Intersection,Clear,2017_180422,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2017_180422,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2017_180422,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2017_180423,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2017_180430,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_180431,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_180431,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_180444,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2017_180444,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_180445,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_180448,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Not an Intersection,Clear,2017_180449,Two-Way Undivided,30 MPH,Straight,No Controls,Others
Front-to-Rear,Not an Intersection,Clear,2017_180449,Two-Way Undivided,30 MPH,Straight,No Controls,Others
Front-to-Rear,Not an Intersection,Clear,2017_180449,Two-Way Undivided,30 MPH,Straight,No Controls,Others
Front-to-Front,Not an Intersection,Clear,2017_180451,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Clear,2017_180454,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2017_180456,One-Way Trafficway,35 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2017_180456,One-Way Trafficway,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2017_180457,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2017_180464,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2017_180479,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Front-to-Rear,Four-Way Intersection,Clear,2017_180491,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Rain,2017_180501,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2017_180505,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Cloudy,2017_180526,Two-Way Undivided,30 MPH,Straight,Stop Sign,Others
Front-to-Rear,Not an Intersection,Clear,2017_180527,Entrance/Exit Ramp,30 MPH,Straight,No Controls,Accelerating/Decelerating
Front-to-Front,Not an Intersection,Clear,2017_180528,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Angle,"Five Point, or More",Clear,2017_180536,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Rain,2017_180550,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180562,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2017_180570,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_180575,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_180586,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2017_180592,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2017_180605,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Clear,2017_180607,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_180616,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_180616,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_180638,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180660,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Cloudy,2017_180662,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180662,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2017_180668,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180671,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180671,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Others
Front-to-Front,Not an Intersection,Clear,2017_180673,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_180675,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Front-to-Front,Not an Intersection,Rain,2017_180688,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Rain,2017_180688,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2017_180690,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Rain,2017_180695,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180717,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Front-to-Rear,Not an Intersection,Clear,2017_180733,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Clear,2017_180733,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2017_180756,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Front-to-Rear,Not an Intersection,Clear,2017_180758,One-Way Trafficway,30 MPH,Straight,No Controls,Others
Angle,Four-Way Intersection,Clear,2017_180766,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2017_180766,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180768,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
Front-to-Rear,T-Intersection,Clear,2017_180786,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Cloudy,2017_180800,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Cloudy,2017_180800,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_180808,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_180809,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_180817,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2017_180827,Two-Way Undivided,45 MPH,Straight,Other Regulatory Sign,Turning
Angle,T-Intersection,Clear,2017_180827,Two-Way Undivided,45 MPH,Straight,Other Regulatory Sign,Going Straight
Angle,Not an Intersection,Snow,2017_180850,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Cloudy,2017_190005,Two-Way Undivided,25 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Clear,2017_190008,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Others
Sideswipe,Four-Way Intersection,Clear,2017_190009,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Cloudy,2017_190019,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Others
Front-to-Front,Not an Intersection,Clear,2017_190021,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2017_190037,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Cloudy,2017_190039,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2017_190082,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Others,Not an Intersection,Clear,2017_190092,Two-Way Divided,35 MPH,Curve,No Controls,Negotiating a Curve
Others,Not an Intersection,Clear,2017_190092,Two-Way Divided,35 MPH,Straight,Traffic control signal,Others
Angle,Four-Way Intersection,Cloudy,2017_190114,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Not an Intersection,Clear,2017_190136,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Sideswipe,Not an Intersection,Clear,2017_190146,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_190149,One-Way Trafficway,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_190184,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2017_190184,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,Not an Intersection,Clear,2017_190192,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2017_190205,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Four-Way Intersection,Clear,2017_190227,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2017_190250,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,"Fog, Smog, Smoke",2017_190265,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Not an Intersection,Cloudy,2017_190285,Two-Way Divided,35 MPH,Curve,No Controls,Turning
Front-to-Rear,Not an Intersection,Rain,2017_200010,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Rain,2017_200013,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Not Reported,2017_200030,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Not Reported,2017_200030,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Not Reported,2017_200072,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Not Reported,2017_200085,Two-Way Undivided,40 MPH,Straight,No Controls,Changing Lanes/Overtaking
Sideswipe,Not an Intersection,Not Reported,2017_200085,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Sideswipe,T-Intersection,Not Reported,2017_200086,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Not Reported,2017_200092,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Not Reported,2017_200100,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Angle,Not an Intersection,Not Reported,2017_200109,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Not Reported,2017_200122,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Rain,2017_200130,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Not Reported,2017_200131,Two-Way Divided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
Angle,Four-Way Intersection,Not Reported,2017_200154,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Rain,2017_200163,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Rain,2017_200163,Two-Way Divided,40 MPH,Straight,Traffic control signal,Others
Angle,Four-Way Intersection,Not Reported,2017_200169,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Not Reported,2017_200169,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Not Reported,2017_200202,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Not Reported,2017_200210,Two-Way Undivided,30 MPH,Straight,Stop Sign,Accelerating/Decelerating
Angle,Not an Intersection,Clear,2017_200231,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Not Reported,2017_200235,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
Angle,Four-Way Intersection,Not Reported,2017_200282,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Not Reported,2017_200308,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2017_200322,Two-Way Undivided,40 MPH,Curve,Stop Sign,Turning
Angle,Four-Way Intersection,Not Reported,2017_200349,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Not Reported,2017_200362,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
Angle,Four-Way Intersection,Not Reported,2017_200387,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Sideswipe,Not an Intersection,Not Reported,2017_200389,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Four-Way Intersection,Not Reported,2017_200404,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Sideswipe,Four-Way Intersection,Not Reported,2017_200404,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Not Reported,2017_200406,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Rain,2017_210013,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Cloudy,2017_210026,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Cloudy,2017_210044,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2017_210049,Two-Way Undivided,45 MPH,Straight,Warning Sign,Going Straight
